年度/Year,月份/Month,能源別/Energy Type,發電站名稱/Station Name,發電量(度)/Power Generation(kWh)
2024,06,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,2594431
2024,06,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,244173
2024,06,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,585816
2024,06,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2024,06,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,320690
2024,06,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,503009
2024,06,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,513425
2024,06,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,18235102
2024,06,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,136509
2024,06,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,100866
2024,06,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,17011
2024,06,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,20435
2024,06,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,372907
2024,06,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,556421
2024,06,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,21234
2024,06,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,12717688
2024,06,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,30662
2024,06,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,85050
2024,06,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,19960761
2024,06,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,672992
2024,06,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,190977
2024,06,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,411621
2024,06,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,50274
2024,06,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,87693
2024,06,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,91793
2024,06,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,228296
2024,06,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,406230
2024,06,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,31733
2024,06,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,105298
2024,06,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,31916
2024,06,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,25631
2024,06,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,5222
2024,06,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,6915
2024,06,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",32258
2024,06,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,3004
2024,06,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,108232
2024,06,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,88100
2024,06,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,29484
2024,06,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,35645
2024,06,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,4124
2024,06,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,84353
2024,06,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,5640
2024,06,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,8947
2024,06,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,81717
2024,06,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,4449
2024,06,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,32377
2024,06,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,42047
2024,06,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4594
2024,06,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,46386
2024,06,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,3813
2024,06,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,4354
2024,06,地熱/Geothermal,仁澤地熱/Renze Geothermal,289655
2024,07,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,86625
2024,07,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,218968
2024,07,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,450717
2024,07,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,2193742
2024,07,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,1068156
2024,07,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,502605
2024,07,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,1429066
2024,07,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,81767
2024,07,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,6104753
2024,07,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,2009862
2024,07,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,938687
2024,07,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,1583891
2024,07,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,1205132
2024,07,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,478039
2024,07,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2024,07,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,"357,156.00 2"
2024,07,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,284235
2024,07,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,460409
2024,07,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,10419384
2024,07,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,179220
2024,07,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,136151
2024,07,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,18588
2024,07,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,30823
2024,07,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,426307
2024,07,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,711179
2024,07,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,24685
2024,07,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,15274018
2024,07,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,34208
2024,07,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,93724
2024,07,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,22373811
2024,07,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,732736
2024,07,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,202383
2024,07,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,442513
2024,07,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,52911
2024,07,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,91353
2024,07,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,92101
2024,07,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,253802
2024,07,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,400009
2024,07,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,39754
2024,07,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,107516
2024,07,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,44077
2024,07,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,35387
2024,07,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,7688
2024,07,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,10947
2024,07,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",42257
2024,07,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,3616
2024,07,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,138882
2024,07,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,106070
2024,07,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,37746
2024,07,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,40357
2024,07,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3237
2024,07,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,98968
2024,07,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,8063
2024,07,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,10171
2024,07,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,89967
2024,07,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,4708
2024,07,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,34617
2024,07,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,42973
2024,07,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4714
2024,07,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,48553
2024,07,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,3399
2024,07,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,4239
2024,07,地熱/Geothermal,仁澤地熱/Renze Geothermal,189686
2024,08,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,52945
2024,08,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,119049
2024,08,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,194162
2024,08,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,2116392
2024,08,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,765464
2024,08,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,408085
2024,08,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,1286635
2024,08,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,29105
2024,08,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,3519218
2024,08,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,1021478
2024,08,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,477572
2024,08,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,913592
2024,08,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,888961
2024,08,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,466440
2024,08,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2024,08,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,125513
2024,08,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,195211
2024,08,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,220596
2024,08,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,7701750
2024,08,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,179308
2024,08,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,132915
2024,08,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,20008
2024,08,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,32224
2024,08,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,441026
2024,08,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,734848
2024,08,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,24693
2024,08,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,14974998
2024,08,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,33600
2024,08,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,116466
2024,08,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,21183664
2024,08,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,697750
2024,08,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,194129
2024,08,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,430308
2024,08,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,51071
2024,08,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,85336
2024,08,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,90820
2024,08,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,208014
2024,08,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,390550
2024,08,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,37957
2024,08,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,111152
2024,08,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,44357
2024,08,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,31130
2024,08,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,6619
2024,08,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,8598
2024,08,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",42682
2024,08,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,3871
2024,08,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,150506
2024,08,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,103484
2024,08,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,37907
2024,08,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,43260
2024,08,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3431
2024,08,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,102464
2024,08,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,10542
2024,08,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,10356
2024,08,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,85734
2024,08,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,4262
2024,08,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,33262
2024,08,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,41558
2024,08,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4561
2024,08,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,45474
2024,08,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,3848
2024,08,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,4419
2024,08,地熱/Geothermal,仁澤地熱/Renze Geothermal,210307
2024,09,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,298442
2024,09,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,529749
2024,09,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,812922
2024,09,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,5108082
2024,09,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,1474838
2024,09,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,443201
2024,09,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,1817024
2024,09,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,80392
2024,09,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,5662962
2024,09,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,1437808
2024,09,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,590882
2024,09,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,1441577
2024,09,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,1031556
2024,09,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,653523
2024,09,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2024,09,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,78967
2024,09,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,671883
2024,09,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,690501
2024,09,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,10438063
2024,09,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,147484
2024,09,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,108564
2024,09,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,18276
2024,09,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,26807
2024,09,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,372670
2024,09,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,625133
2024,09,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,21828
2024,09,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,12975769
2024,09,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,29618
2024,09,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,104631
2024,09,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,19754891
2024,09,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,651514
2024,09,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,186537
2024,09,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,368009
2024,09,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,48062
2024,09,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,77202
2024,09,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,82847
2024,09,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,209170
2024,09,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,312530
2024,09,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,34004
2024,09,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,102724
2024,09,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,43941
2024,09,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,27965
2024,09,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,5881
2024,09,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,7883
2024,09,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",36708
2024,09,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,3353
2024,09,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,128484
2024,09,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,98326
2024,09,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,34579
2024,09,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,39870
2024,09,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3568
2024,09,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,80477
2024,09,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,9149
2024,09,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,8545
2024,09,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,76751
2024,09,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,4001
2024,09,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,28828
2024,09,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,36668
2024,09,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,4377
2024,09,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,41914
2024,09,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,2572
2024,09,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,3149
2024,09,地熱/Geothermal,仁澤地熱/Renze Geothermal,215947
2024,10,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,341135
2024,10,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,1703973
2024,10,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,2633666
2024,10,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,11092265
2024,10,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,1805782
2024,10,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,647072
2024,10,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,6778615
2024,10,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,308503
2024,10,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,21140065
2024,10,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,5555609
2024,10,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,2878456
2024,10,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,4330011
2024,10,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,2955354
2024,10,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1095134
2024,10,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2024,10,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,689840
2024,10,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,1104751
2024,10,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,2531936
2024,10,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,31237397
2024,10,太陽能/Solar,大潭電廠太陽光電/Datang Power Plant Solars,105645
2024,10,太陽能/Solar,北部儲運中心太陽光電/Northern Storage and Transportation Center Solars,74486
2024,10,太陽能/Solar,龍潭E/S太陽光電/Longtan E/S Solars,16335
2024,10,太陽能/Solar,竹工E/S太陽光電/Zhugong E/S Solars,19694
2024,10,太陽能/Solar,台中電廠太陽光電/Taichung Power Plant Solars,321376
2024,10,太陽能/Solar,台中龍井太陽光電/Taichung Longjing Solars,582530
2024,10,太陽能/Solar,中科E/S太陽光電/Zhongke E/S Solars,20699
2024,10,太陽能/Solar,彰化彰濱太陽光電/Changhua Changbin Solars,8794318
2024,10,太陽能/Solar,彰林E/S太陽光電/Changlin E/S Solars,27360
2024,10,太陽能/Solar,南投大彎太陽光電/Nantou Dawan Solars,87561
2024,10,太陽能/Solar,台南鹽田太陽光電/Tainan salt field Solars,17873549
2024,10,太陽能/Solar,台南七股太陽光電/Tainan Qigu Solars,596472
2024,10,太陽能/Solar,興達電廠太陽光電/Xingda Power Plant Solars,172236
2024,10,太陽能/Solar,永安鹽灘地太陽光電/Yongan Salt Flats Solars,352298
2024,10,太陽能/Solar,燕巢倉庫太陽光電/Yanchao Warehouse Solars,45897
2024,10,太陽能/Solar,高雄E/S太陽光電/Kaohsiung E/S Solars,67586
2024,10,太陽能/Solar,高雄保寧太陽光電/Kaohsiung Baoning Solars,70135
2024,10,太陽能/Solar,鳳山水庫太陽光電/Fengshan Reservoir Solars,107808
2024,10,太陽能/Solar,核三廠太陽光電/3rd Nuclear Power Plants Solars,279788
2024,10,太陽能/Solar,澎湖七美太陽光電/Penghu Qimei Solars,22698
2024,10,太陽能/Solar,澎湖尖山太陽光電/Penghu jianshan Solars,67591
2024,10,太陽能/Solar,金門金沙太陽光電/Kinmen Jinsha Solars,39836
2024,10,太陽能/Solar,金門塔山太陽光電/Kinmen Tashan Solars,22827
2024,10,太陽能/Solar,金門鵲山太陽光電/Kinmen Queshan Solars,4948
2024,10,太陽能/Solar,馬祖珠山太陽光電/Mazu Zhushan Solars,4960
2024,10,太陽能/Solar,"淡水3.5萬噸配水池太陽光電/Danshui Distribution Reservoir(35,000 tons) Solar",25236
2024,10,太陽能/Solar,中大D/S太陽光電/Zhongda D/S Solars,2373
2024,10,太陽能/Solar,平鎮淨水場太陽光電/Pingzhen Water Treatment Plant Solars,102132
2024,10,太陽能/Solar,大湳淨水場太陽光電/Danan Water Treatment Plant Solars,74693
2024,10,太陽能/Solar,龜山加壓站太陽光電/Guishan Booster Station Solars,26167
2024,10,太陽能/Solar,龍潭淨水場太陽光電/Longtan Water Treatment Plant Solars,33233
2024,10,太陽能/Solar,卓蘭會館太陽光電/Zhuolan Hostel Solars,3670
2024,10,太陽能/Solar,東興淨水場太陽光電/Dongxing Water Treatment Plant Solars,64083
2024,10,太陽能/Solar,后里E/S太陽光電/Houli E/S Solars,9648
2024,10,太陽能/Solar,中部儲運中心太陽光電/Central Storage and Transportation Center Solars,8230
2024,10,太陽能/Solar,東勢新伯公太陽光電/Dongshi Xinbogong Solars,71694
2024,10,太陽能/Solar,嘉義民雄太陽光電/Jiayi Minxiong Solars,3363
2024,10,太陽能/Solar,嘉義分所太陽光電/Chiayi Agricultural Experiment Branch Solars,24531
2024,10,太陽能/Solar,義竹工作站太陽光電/Yizhu Workstation Solars,30748
2024,10,太陽能/Solar,路北E/S太陽光電/Lubei E/S Solars,3937
2024,10,太陽能/Solar,高訓中心光電/Kaohsiung Training Institute Solars,31341
2024,10,太陽能/Solar,蘭嶼電廠太陽光電/Lanyu Power Plant Solars,1971
2024,10,太陽能/Solar,蘭嶼貯存場太陽光電/Lanyu Storage Unit Solars,2148
2024,10,地熱/Geothermal,仁澤地熱/Renze Geothermal,146270
2024,11,陸域風力/Onshore Wind,石門風力/Shimen Wind Power,697855
2024,11,陸域風力/Onshore Wind,林口風力/Linkou Wind Power,2229500
2024,11,陸域風力/Onshore Wind,蘆竹風力/Luzhu Wind Power,2980039
2024,11,陸域風力/Onshore Wind,觀園風力/Guanyuan Wind Power,13804904
2024,11,陸域風力/Onshore Wind,大潭風力/Datan Wind Power,2972588
2024,11,陸域風力/Onshore Wind,新竹香山風力/Hsinchu Xiangshan Wind Power,2039226
2024,11,陸域風力/Onshore Wind,台中港區風力/Taichung Harbor Wind Power,12026585
2024,11,陸域風力/Onshore Wind,台中電廠風力/Taichung Power Plant Wind Power,451142
2024,11,陸域風力/Onshore Wind,彰工風力Changgong Wind Power,26093841
2024,11,陸域風力/Onshore Wind,彰化王功風力/Changhua Wanggong Wind Power,7854123
2024,11,陸域風力/Onshore Wind,彰化永興風力/Changhua Yongxing Wind Power,4023048
2024,11,陸域風力/Onshore Wind,雲林麥寮風力/Yunlin Mailiao Wind Power,8129699
2024,11,陸域風力/Onshore Wind,雲林四湖風力/Yunlin Sihu Wind Power,4517264
2024,11,陸域風力/Onshore Wind,恆春風力/Hengchun Wind Power,1464008
2024,11,陸域風力/Onshore Wind,中屯風力/Zhongtun Wind Power,-
2024,11,陸域風力/Onshore Wind,澎湖湖西風力/Penghu Huxi Wind Power,1246796
2024,11,陸域風力/Onshore Wind,金沙風力/Jinsha Wind Power,1413453
2024,11,陸域風力/Onshore Wind,澎湖龍門風力/Penghu Longmen Wind Power,3302626
2024,11,離岸風力/Offshore Wind,離岸一期風力/Offshore Phase1 Wind Power,47392106
